login,repo,path,reason,reasoning,first_seen,last_seen
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-3/.opencode/skills/green/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-3/.opencode/skills/red/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-3/.opencode/skills/refactor/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-3/.opencode/skills/test-list/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-3/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/.opencode/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/.opencode/skills/green/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/.opencode/skills/red/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/.opencode/skills/refactor/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/.opencode/skills/test-list/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey-4/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/green/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/red/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/refactor/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/test-list/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-01-05_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/AGENTS.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/green/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/red/SKILL.md,test-fixture,"Files located in experiments/runs/ directories are experimental fixtures and generated template content, not transferable skills. These contain boilerplate TDD workflow instructions (AGENTS.md and SKILL.md) that are used for testing the agentic_coding_lab framework itself, not reusable guidance for JVM development.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-04-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_opus-4-7-portkey/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-04-55_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-06_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-05-06_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-05-23_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-05-23_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-06-03_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-06-03_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-08-32_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_kimi-k2-6/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-08-32_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1-2/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-20-40_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/AGENTS.md,project-doc,"AGENTS.md in experiment run .opencode is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/green/SKILL.md,test-fixture,"SKILL.md (green) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/red/SKILL.md,test-fixture,"SKILL.md (red) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/refactor/SKILL.md,test-fixture,"SKILL.md (refactor) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/test-list/SKILL.md,test-fixture,"SKILL.md (test-list) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-20-40_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/AGENTS.md,project-doc,"AGENTS.md in experiment run 2026-05-25_20-20-40_game-of-life-example is project documentation describing TDD workflow setup, not a reusable skill authored by the speaker. Experiment runs are test fixtures, not authored skill collections.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-06_claim-office-example-mapping_v9-pocock-tdd_opus-4-7-portkey/.claude/skills/tdd/SKILL.md,test-fixture,"SKILL.md (tdd) in 'experiments/runs/' is a test fixture/demo output from an experiment run, not an authored reusable skill. Experiment runs are scaffolding used to evaluate mapping approaches, not skill contributions.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/AGENTS.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/.opencode",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/green/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/green",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/red/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/red",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/refactor/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/refactor",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/.opencode/skills/test-list/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/test-list",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1/AGENTS.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/2026-05-25_20-22-55_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_glm-5-1",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-34-46_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_gemini-3-5-flash/.opencode/AGENTS.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/.opencode",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-34-46_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_gemini-3-5-flash/.opencode/skills/green/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/green",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-34-46_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_gemini-3-5-flash/.opencode/skills/red/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/red",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,experiments/runs/2026-05-25_20-34-46_game-of-life-example-mapping_v5.1-testlist-scope-fix-oc_gemini-3-5-flash/.opencode/skills/refactor/SKILL.md,test-fixture,"Nested experiment output in experiments/runs/ directory dated 2026-05-25. This is a test fixture or experimental run output, not an authored skill. Located under experiments/runs/refactor",2026-06-27,2026-06-28
